,Player,Team,Age,Less than 5ft._FGM,Less than 5ft._FGA,Less than 5ft._FG%,5-9 ft._FGM,5-9 ft._FGA,5-9 ft._FG%,10-14 ft._FGM,10-14 ft._FGA,10-14 ft._FG%,15-19 ft._FGM,15-19 ft._FGA,15-19 ft._FG%,20-24 ft._FGM,20-24 ft._FGA,20-24 ft._FG%,25-29 ft._FGM,25-29 ft._FGA,25-29 ft._FG%
0,A.J. Lawson,DAL,22,3.0,3.5,84.6,0.6,1.1,54.5,0.7,1.2,54.5,0.3,0.5,50.0,0.4,1.6,25.0,0.8,2.3,36.0
1,AJ Green,MIL,23,4.3,6.6,65.5,1.0,2.4,40.4,1.0,2.0,46.7,0.6,1.5,41.4,0.7,2.3,31.1,1.8,5.0,35.9
2,AJ Griffin,ATL,19,8.7,13.7,63.4,1.5,3.7,41.7,1.3,3.3,40.8,0.8,1.8,42.4,2.5,6.4,39.5,2.7,8.6,31.7
3,Aaron Gordon,DEN,27,12.7,19.0,66.7,2.6,6.7,39.0,1.9,4.4,44.0,1.3,3.3,40.5,3.1,8.6,36.8,4.3,12.8,34.0
4,Aaron Holiday,ATL,26,6.6,10.2,64.9,1.0,2.6,38.0,0.8,2.2,36.8,0.6,1.4,40.3,1.6,4.1,40.2,2.1,6.1,33.7
5,Aaron Nesmith,IND,23,9.5,15.5,61.4,2.2,4.9,44.2,1.9,3.9,48.6,1.3,2.9,43.0,3.0,7.0,42.9,4.0,10.4,38.1
6,Aaron Wiggins,OKC,24,7.7,12.2,63.4,1.6,3.9,41.2,0.9,2.2,40.4,0.8,1.9,40.5,2.2,5.6,39.5,2.8,8.1,35.0
7,Admiral Schofield,ORL,25,4.6,6.6,69.1,0.9,2.2,42.1,0.8,1.3,56.3,0.7,1.5,43.2,1.6,4.0,40.4,2.5,6.9,36.8
8,Al Horford,BOS,36,11.5,17.8,64.7,2.8,7.2,38.6,2.2,5.3,42.0,2.3,4.6,50.7,2.8,7.2,39.3,5.2,15.4,33.8
9,Alec Burks,DET,31,9.9,14.7,66.9,1.9,4.9,39.6,1.1,2.3,48.2,0.9,2.2,38.8,2.4,6.1,38.4,3.0,8.9,34.2
10,Aleksej Pokusevski,OKC,21,9.1,14.9,61.2,2.1,4.5,47.1,1.0,2.7,37.3,0.9,2.1,41.3,3.2,7.6,42.2,3.7,9.4,39.5
11,Alex Caruso,CHI,28,8.7,13.3,65.4,1.6,4.2,38.0,1.4,3.1,43.0,1.0,2.5,41.5,2.7,7.2,37.8,4.1,11.4,35.5
12,Alex Len,SAC,29,1.5,2.4,63.6,0.2,0.7,28.6,0.1,0.7,14.3,0.1,1.0,10.0,0.6,1.1,53.8,0.5,1.9,26.1
13,Alize Johnson,SAS,26,2.3,6.3,36.0,0.8,1.8,42.9,0.0,0.3,0.0,0.3,1.3,25.0,1.0,2.7,37.5,1.5,3.3,46.2
14,Alondes Williams,BKN,23,3.0,5.0,60.0,1.0,1.0,100,1.0,1.0,100,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,50.0
15,Alperen Sengun,HOU,20,10.8,16.2,67.2,2.3,5.2,44.8,1.8,3.9,44.9,1.2,3.1,40.2,2.9,7.9,36.5,6.2,15.5,40.2
16,Amir Coffey,LAC,25,6.4,10.9,58.8,1.3,3.4,39.3,1.1,2.1,49.3,0.9,1.7,54.5,1.3,3.6,35.1,2.8,7.8,36.2
17,Andre Drummond,CHI,29,4.7,7.2,65.7,1.4,2.8,48.5,0.6,1.6,37.1,0.5,1.2,39.3,1.2,3.8,30.5,2.2,6.2,35.2
18,Andre Iguodala,GSW,39,4.0,7.3,54.5,2.7,4.3,61.5,1.7,3.3,50.0,0.7,3.3,20.0,1.0,2.3,42.9,1.0,5.3,18.8
19,Andrew Nembhard,IND,23,10.4,17.7,58.8,2.5,5.6,45.3,2.0,4.3,45.9,1.3,2.9,44.2,2.6,7.3,36.3,4.7,11.5,40.6
20,Andrew Wiggins,GSW,28,10.7,16.2,66.1,4.8,10.4,46.0,1.9,5.2,36.1,1.9,4.1,47.1,3.1,8.5,36.4,5.4,14.9,36.1
21,Anfernee Simons,POR,23,15.5,24.0,64.7,2.9,6.6,43.8,1.9,4.8,39.8,1.9,4.2,44.3,3.4,9.3,36.6,5.4,14.9,36.3
22,Anthony Davis,LAL,29,12.9,20.1,64.2,2.8,6.5,42.5,2.7,6.4,42.6,2.5,5.2,47.9,3.2,8.9,36.1,5.4,16.3,32.9
23,Anthony Edwards,MIN,21,14.7,23.3,63.2,2.9,6.9,42.4,2.5,5.6,43.9,1.3,3.5,35.8,4.3,11.8,36.7,5.4,14.8,36.4
24,Anthony Gill,WAS,30,3.9,6.2,63.4,1.3,3.0,42.5,0.6,0.9,60.0,0.6,1.5,39.2,0.8,2.3,35.8,1.8,4.6,37.9
25,Anthony Lamb,GSW,25,6.3,9.2,68.4,2.8,6.1,46.3,1.1,2.8,40.5,1.1,2.5,44.2,2.3,5.3,42.8,3.3,9.4,35.4
26,Austin Reaves,LAL,24,10.8,17.2,62.9,2.8,6.2,45.0,2.2,4.8,45.3,2.0,4.3,45.6,2.9,7.1,40.3,4.3,14.0,30.8
27,Austin Rivers,MIN,30,9.1,13.7,66.3,1.9,4.5,41.9,1.8,3.5,50.0,0.7,1.8,37.2,2.6,7.3,35.2,3.1,7.6,40.2
28,Ayo Dosunmu,CHI,23,11.9,17.9,66.3,2.2,5.6,38.9,1.4,3.5,39.7,1.2,3.0,41.4,3.1,8.9,34.6,4.9,13.1,37.4
29,Bam Adebayo,MIA,25,11.7,17.5,66.6,3.5,7.1,49.9,2.1,5.4,39.7,1.4,3.4,41.4,3.9,10.0,39.0,5.5,16.1,34.2
30,Ben Simmons,BKN,26,10.5,17.6,59.5,2.3,5.8,39.2,1.5,3.8,39.1,1.0,2.9,35.2,3.0,7.8,39.3,3.9,11.3,34.8
31,Bennedict Mathurin,IND,20,12.1,19.7,61.7,2.1,5.1,42.4,1.6,3.8,42.2,1.2,2.8,42.2,2.8,7.4,37.3,4.4,12.2,36.3
32,Bismack Biyombo,PHX,30,4.9,8.7,56.0,1.2,3.4,35.5,1.0,2.5,39.8,0.8,1.9,43.8,1.4,3.4,41.6,2.0,6.0,33.9
33,Blake Griffin,BOS,33,4.5,7.0,63.9,1.4,3.0,45.6,1.0,2.3,41.0,1.8,2.9,63.0,1.2,3.2,38.1,2.5,6.7,37.4
34,Blake Wesley,SAS,19,6.2,9.8,63.1,1.3,2.7,48.8,1.3,2.4,52.6,0.8,1.5,50.0,1.3,3.7,36.4,1.8,4.8,37.7
35,Boban Marjanovic,HOU,34,1.3,1.7,75.0,0.3,0.8,33.3,0.4,0.7,63.6,0.3,0.5,57.1,0.4,1.1,40.0,0.7,2.8,25.9
36,Bobby Portis,MIL,28,9.7,15.7,61.8,2.3,5.4,42.1,2.6,6.0,42.4,1.8,4.2,43.4,1.9,6.0,31.2,4.7,12.8,36.4
37,Bogdan Bogdanovic,ATL,30,13.2,20.4,64.6,2.0,5.0,40.8,1.6,4.2,38.2,1.8,3.5,52.5,4.0,10.2,39.4,4.1,12.5,33.1
38,Bojan Bogdanovic,DET,33,14.9,22.3,67.0,2.9,6.5,43.7,1.8,4.4,40.8,1.4,3.2,43.4,3.6,8.9,40.2,4.9,13.5,36.7
39,Bol Bol,ORL,23,9.2,13.0,71.0,1.6,4.1,38.8,1.4,3.2,42.1,1.0,2.2,46.3,2.9,7.4,39.3,3.9,11.7,33.0
40,Bones Hyland,LAC,22,8.6,12.0,71.5,1.6,4.0,40.8,0.9,2.2,40.0,1.0,2.0,48.9,2.2,5.7,38.0,3.2,8.5,37.5
41,Bradley Beal,WAS,29,12.8,19.6,65.2,3.1,8.5,36.3,2.3,5.4,42.5,1.6,4.0,39.9,2.6,7.5,33.9,5.7,15.4,37.1
42,Brandon Boston Jr.,LAC,21,4.9,7.4,66.0,1.3,3.1,43.1,0.8,1.6,51.6,0.8,2.1,39.4,1.1,3.2,34.5,2.4,5.3,44.3
43,Brandon Clarke,MEM,26,7.4,12.5,58.9,1.6,4.2,37.9,0.9,2.6,34.6,0.9,1.8,48.9,2.4,6.1,38.9,3.4,10.1,33.9
44,Brandon Ingram,NOP,25,12.3,18.1,67.8,3.4,7.5,44.7,1.7,4.2,41.0,1.6,3.8,42.1,3.2,9.0,35.4,5.5,15.2,36.4
45,Braxton Key,DET,26,1.3,1.3,100.0,0.5,0.5,100,0.0,1.0,0.0,-,-,-,0.7,1.3,50.0,0.7,3.3,20.0
46,Brook Lopez,MIL,34,9.8,16.4,59.8,2.9,6.8,41.8,3.4,7.1,48.0,2.3,5.7,39.6,2.3,7.2,32.2,5.3,14.7,36.0
47,Bruce Brown,DEN,26,12.2,17.8,68.4,2.4,6.5,37.3,1.6,3.7,42.3,1.4,3.0,45.2,2.9,8.1,35.8,4.2,12.2,34.3
48,Bruno Fernando,ATL,24,3.7,5.8,62.9,0.8,2.6,32.1,0.9,1.9,47.2,0.7,1.5,43.2,1.2,2.9,39.8,2.4,6.6,36.3
49,Bryce McGowens,CHA,20,5.3,9.8,54.3,2.0,4.2,47.3,1.1,2.6,42.9,0.8,1.4,54.5,2.1,4.3,50.0,3.3,8.5,38.3
50,Bryn Forbes,MIN,29,4.4,7.2,61.5,0.8,1.8,44.4,0.7,1.3,50.0,0.4,1.0,40.0,1.4,4.0,35.4,1.9,4.7,40.7
51,Buddy Boeheim,DET,23,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,1.0,0.0
52,Buddy Hield,IND,30,13.1,21.6,60.7,2.8,6.2,44.7,2.4,5.2,46.2,1.5,3.4,43.5,3.5,8.8,39.4,5.1,14.0,36.3
53,CJ McCollum,NOP,31,14.6,21.2,69.0,3.2,7.5,43.2,2.1,5.0,42.4,1.5,3.9,39.0,3.8,10.0,37.7,5.1,16.2,31.4
54,Cade Cunningham,DET,21,16.0,24.6,65.1,3.3,6.8,47.6,2.3,5.9,39.4,1.8,3.2,57.9,2.6,8.5,30.4,5.6,14.8,37.6
55,Caleb Houstan,ORL,20,7.0,9.9,70.6,1.2,2.7,43.5,1.0,2.2,45.6,0.7,1.6,41.2,1.7,4.5,37.0,2.8,7.8,35.5
56,Caleb Martin,MIA,27,10.6,15.5,68.3,3.2,6.4,49.7,2.0,4.4,44.7,1.4,3.2,43.0,3.3,8.3,40.3,4.6,13.9,32.8
57,Cam Reddish,POR,23,9.3,14.3,65.2,1.5,4.4,33.0,1.7,3.3,51.9,0.9,1.9,48.9,3.2,8.0,39.6,3.4,10.1,33.9
58,Cam Thomas,BKN,21,6.3,10.4,61.0,1.6,3.7,42.5,1.0,2.5,41.5,0.5,1.6,32.8,2.1,5.1,41.2,2.4,7.3,33.2
59,Cameron Johnson,BKN,26,9.4,16.1,58.1,1.8,5.6,31.5,2.3,4.8,47.4,1.4,3.2,42.9,3.2,7.9,40.5,3.0,9.8,30.8
60,Cameron Payne,PHX,28,10.1,15.6,65.0,2.0,4.9,41.3,1.7,3.5,48.5,1.0,2.9,34.1,2.1,5.5,38.7,3.3,9.1,36.1
61,Caris LeVert,CLE,28,11.2,18.1,62.0,2.8,6.5,43.0,1.8,4.7,38.9,1.3,3.0,41.8,2.9,7.5,38.6,4.2,11.9,35.3
62,Carlik Jones,CHI,25,2.0,4.5,44.4,0.0,2.0,0.0,1.5,2.0,75.0,1.0,2.0,50.0,2.0,9.0,22.2,3.5,7.5,46.7
63,Cedi Osman,CLE,27,7.9,12.6,62.5,1.8,4.6,38.7,1.4,3.4,41.3,0.9,2.3,37.8,1.8,4.6,38.1,2.9,8.2,34.8
64,Charles Bassey,SAS,22,5.8,9.2,63.0,1.1,2.0,52.7,0.7,1.7,40.0,0.7,1.8,40.5,1.7,4.3,38.4,2.6,6.7,38.3
65,Chima Moneke,SAC,27,1.5,1.5,100.0,0.5,0.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,33.3,2.0,5.0,40.0
66,Chimezie Metu,SAC,25,4.7,7.4,62.7,1.1,2.6,43.4,0.5,1.5,34.4,0.6,1.6,38.2,1.4,3.2,43.2,1.5,4.6,33.8
67,Chris Boucher,TOR,30,7.6,11.9,64.2,1.7,3.6,47.2,1.4,2.6,54.9,0.7,1.9,38.4,2.3,6.0,38.0,3.2,8.5,37.3
68,Chris Duarte,IND,25,8.1,12.4,65.2,1.5,3.4,42.9,1.1,2.9,38.5,1.0,2.3,43.4,2.1,5.4,38.2,3.3,8.6,38.7
69,Chris Paul,PHX,37,11.4,18.3,62.2,2.2,6.6,34.0,2.5,5.4,46.7,1.6,3.5,46.0,3.6,8.5,42.1,4.6,13.8,33.6
70,Chris Silva,DAL,26,1.0,1.0,100.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0
71,Christian Braun,DEN,21,6.8,9.9,68.8,1.7,4.0,41.8,0.9,1.9,50.6,0.6,1.6,38.6,1.6,4.5,34.9,2.0,6.4,31.3
72,Christian Koloko,TOR,22,4.6,8.0,58.1,1.1,2.5,45.5,1.1,2.2,49.5,0.7,1.4,47.6,1.8,4.7,37.6,1.8,5.8,30.8
73,Christian Wood,DAL,27,10.4,16.5,63.1,2.4,5.6,43.0,2.0,3.8,51.1,1.6,3.4,45.5,3.5,8.3,41.7,3.4,10.4,32.7
74,Chuma Okeke,ORL,24,9.9,14.7,67.7,1.6,3.9,40.5,0.9,2.3,38.6,0.8,1.7,45.5,2.5,6.0,41.2,3.5,11.1,31.3
75,Clint Capela,ATL,28,11.2,17.6,63.9,2.3,5.1,43.9,2.7,5.5,49.4,1.7,3.8,46.3,2.6,7.7,33.8,4.3,11.0,38.9
76,Coby White,CHI,23,8.6,13.4,64.2,1.8,4.0,45.1,1.1,2.8,38.2,0.9,2.2,40.4,2.4,6.9,34.3,3.8,10.9,35.1
77,Cody Martin,CHA,27,9.5,14.8,64.0,1.3,3.5,38.1,1.1,2.3,50.0,1.3,2.3,57.1,2.3,5.0,45.7,3.0,10.4,28.8
78,Cole Anthony,ORL,22,9.2,13.2,69.3,1.6,4.4,37.1,1.8,3.9,46.1,1.2,2.7,43.1,3.1,7.9,39.7,3.9,12.3,32.0
79,Cole Swider,LAL,23,2.8,4.6,60.9,0.4,1.2,33.3,0.8,1.3,60.0,0.8,1.0,80.0,1.0,2.0,50.0,1.5,4.0,37.5
80,Collin Sexton,UTA,24,10.2,16.3,62.2,2.9,6.3,45.3,1.5,3.3,46.5,1.2,2.7,44.1,2.7,6.9,39.9,3.5,9.9,35.6
81,Corey Kispert,WAS,23,11.2,17.3,64.9,3.3,7.6,42.8,2.0,4.3,45.6,1.3,3.4,37.8,2.2,6.2,35.3,4.3,12.4,34.2
82,Cory Joseph,DET,31,6.8,10.1,67.8,1.6,3.9,40.0,0.9,2.2,42.7,0.6,1.7,36.9,1.8,4.3,41.7,2.3,6.7,34.3
83,D'Angelo Russell,LAL,27,13.1,20.9,62.6,2.4,5.9,41.8,2.2,5.1,42.2,1.4,3.6,39.0,3.9,10.4,38.0,5.0,13.6,37.0
84,Daishen Nix,HOU,21,6.0,8.5,70.4,1.3,3.3,40.0,1.1,2.1,50.0,0.7,1.8,40.9,1.3,4.2,32.2,3.0,8.3,35.6
85,Dalano Banton,TOR,23,3.9,6.0,64.3,0.6,1.2,48.4,0.5,1.0,48.1,0.3,0.7,41.2,1.1,2.7,40.3,1.6,5.0,32.8
86,Dalen Terry,CHI,20,1.7,3.1,53.8,0.4,1.3,33.3,0.3,0.8,30.8,0.1,0.4,33.3,0.7,2.2,34.1,1.0,2.9,36.1
87,Damian Jones,UTA,27,4.1,6.4,63.8,0.9,2.0,42.9,1.4,2.6,54.3,0.4,1.1,35.0,1.1,4.2,26.7,1.2,4.2,29.5
88,Damian Lillard,POR,32,16.7,25.7,64.9,2.9,6.4,45.1,2.0,4.8,41.6,1.8,4.2,44.0,3.5,9.6,36.4,5.3,14.7,36.3
89,Damion Lee,PHX,30,8.2,13.0,63.3,1.9,4.7,40.6,1.5,3.2,44.8,0.9,2.5,35.8,2.0,5.2,38.8,3.0,8.9,33.9
90,Daniel Gafford,WAS,24,6.9,11.4,60.3,2.1,5.4,38.7,1.3,2.7,45.8,1.0,2.5,40.9,1.3,4.1,31.5,3.6,9.4,37.8
91,Daniel Theis,IND,30,6.9,10.3,66.7,1.4,3.0,47.6,0.9,2.0,42.9,0.6,1.6,36.4,1.6,4.0,39.3,2.9,7.1,40.0
92,Danny Green,CLE,35,3.8,6.8,55.6,1.3,3.0,41.7,0.8,2.3,33.3,0.8,1.5,50.0,2.0,4.0,50.0,2.3,7.5,30.0
93,Danuel House Jr.,PHI,29,5.9,8.9,66.4,1.0,2.6,39.6,1.2,2.3,50.6,0.9,2.1,42.0,1.3,3.4,37.6,2.7,7.9,34.0
94,Dario Saric,OKC,28,5.5,7.9,68.9,1.7,3.7,46.9,0.7,2.0,34.2,0.7,1.7,38.3,1.6,3.9,42.1,2.2,6.1,35.9
95,Darius Bazley,PHX,22,6.0,10.6,57.1,1.4,3.1,46.4,0.9,2.0,44.4,0.6,1.3,46.2,1.9,5.4,35.1,2.3,6.7,34.9
96,Darius Days,HOU,23,2.3,3.7,63.6,1.5,2.0,75.0,0.5,0.5,100,0.3,0.7,50.0,0.3,0.7,50.0,1.7,5.3,31.3
97,Darius Garland,CLE,23,12.3,19.9,61.8,3.2,7.4,43.1,2.3,5.5,41.8,1.8,3.7,47.6,3.8,8.5,44.2,4.8,14.5,33.5
98,David Duke Jr.,BKN,23,3.0,5.1,58.5,0.8,1.7,48.0,0.5,0.9,50.0,0.4,1.4,25.0,1.4,2.7,50.0,1.6,4.2,38.9
99,David Roddy,MEM,21,7.3,12.0,60.5,1.5,3.3,43.9,0.8,2.4,33.6,0.8,1.7,47.4,2.1,5.2,40.8,3.0,9.0,32.9
100,Davion Mitchell,SAC,24,7.5,11.2,66.6,1.9,3.9,48.2,1.2,2.9,41.8,1.0,2.1,45.8,1.6,4.7,34.2,2.4,7.1,34.6
101,Davis Bertans,DAL,30,3.8,6.1,62.8,1.2,2.2,54.9,0.9,1.8,49.2,0.5,1.2,44.7,1.0,3.0,32.0,1.7,4.5,36.9
102,Davon Reed,LAL,27,3.6,5.3,67.3,0.9,1.8,47.5,0.4,1.0,34.5,0.3,0.8,34.5,1.0,2.6,38.8,1.5,4.3,35.7
103,Day'Ron Sharpe,BKN,21,4.6,6.8,67.5,1.1,2.4,45.2,0.8,1.6,47.1,0.4,1.1,37.5,1.5,3.3,46.5,1.9,5.2,36.2
104,De'Aaron Fox,SAC,25,14.4,21.5,66.9,4.0,8.0,49.6,2.5,5.6,45.6,1.7,4.1,40.9,3.8,9.9,38.0,5.3,14.0,38.0
105,De'Andre Hunter,ATL,25,13.6,21.3,63.8,2.5,5.7,43.9,2.5,5.4,46.4,2.0,4.1,47.3,3.2,9.3,34.5,4.6,13.4,34.5
106,De'Anthony Melton,PHI,24,10.7,16.5,64.6,2.7,5.9,45.5,1.6,3.9,41.5,1.9,4.1,45.6,2.6,6.7,38.3,4.5,12.7,35.8
107,DeAndre Jordan,DEN,34,6.5,9.2,70.8,1.2,3.4,36.0,0.8,1.9,45.2,0.8,1.8,47.4,1.8,4.6,39.1,1.9,6.3,30.7
108,DeMar DeRozan,CHI,33,14.4,21.9,65.5,2.8,6.5,42.1,2.1,4.6,45.1,1.7,3.8,43.6,4.0,11.1,35.8,5.8,16.4,35.6
109,Dean Wade,CLE,26,7.7,12.9,59.4,1.8,5.0,36.0,1.6,3.7,44.0,1.0,2.5,39.5,1.6,4.8,34.0,2.3,7.3,32.1
110,Deandre Ayton,PHX,24,11.6,17.5,66.5,2.4,6.0,40.3,2.5,5.0,49.0,1.6,3.8,41.8,3.3,8.2,40.9,4.3,12.3,34.8
111,Dejounte Murray,ATL,26,16.4,25.0,65.8,2.6,6.4,40.2,2.6,6.0,44.0,2.2,4.6,47.5,3.8,10.6,35.7,5.1,15.0,34.4
112,Delon Wright,WAS,30,9.6,14.6,66.0,2.2,6.0,37.4,1.7,3.7,45.3,0.8,2.4,33.3,1.5,4.7,32.1,3.6,10.7,33.9
113,Deni Avdija,WAS,22,10.2,16.1,63.6,2.7,7.1,38.7,1.8,3.9,44.8,1.4,3.6,39.0,2.3,6.1,37.4,4.5,12.5,36.2
114,Dennis Schroder,LAL,29,13.2,19.5,67.5,2.9,6.5,44.6,2.3,5.5,41.1,2.1,4.5,46.2,3.2,8.4,38.2,4.8,15.0,31.8
115,Dennis Smith Jr.,CHA,25,9.2,15.5,59.5,2.2,5.4,40.5,1.6,3.8,41.1,1.4,3.1,44.8,2.7,6.7,40.2,3.6,11.3,31.5
116,Deonte Burton,SAC,29,1.5,1.5,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5,1.5,100,0.0,1.5,0.0
117,Dereon Seabron,NOP,22,0.6,1.0,60.0,0.0,0.3,0.0,0.5,1.0,50.0,0.5,0.5,100,0.3,1.0,25.0,0.5,3.0,16.7
118,Derrick Jones Jr.,CHI,26,7.0,10.6,66.4,1.2,3.0,40.1,0.7,1.8,37.6,0.3,1.3,25.4,1.5,4.2,35.4,2.1,6.8,31.2
119,Derrick Rose,NYK,34,5.2,8.0,64.1,1.1,2.8,40.3,0.9,2.4,36.5,0.5,1.4,35.1,1.1,3.8,29.6,2.4,6.5,37.5
120,Derrick White,BOS,28,9.7,15.4,63.0,2.8,6.9,40.0,2.2,5.1,43.9,2.0,4.4,45.4,2.6,6.6,39.1,4.4,12.8,34.4
121,Desmond Bane,MEM,24,11.5,19.3,59.6,2.7,7.2,37.5,2.1,5.0,42.5,1.0,3.1,33.3,3.4,8.7,39.7,5.1,14.9,34.5
122,Devin Booker,PHX,26,13.0,20.5,63.6,2.5,6.7,37.4,2.7,5.2,52.0,1.5,4.2,35.3,3.6,8.6,41.4,5.1,14.1,36.1
123,Devin Vassell,SAS,22,15.0,22.4,66.8,2.6,5.9,44.1,1.7,4.0,43.1,1.7,3.7,45.8,2.9,7.3,40.1,5.4,13.3,40.3
124,Devon Dotson,WAS,23,3.0,5.2,58.1,0.8,2.0,40.0,0.2,1.0,20.0,0.8,1.8,44.4,0.5,1.7,30.0,1.6,4.0,40.0
125,Devonte' Graham,SAS,28,6.5,9.1,71.0,1.2,2.7,45.3,0.9,2.0,46.5,0.7,1.8,42.0,1.9,5.0,39.1,2.4,7.6,32.2
126,Dewayne Dedmon,PHI,33,4.2,6.5,64.6,1.0,2.3,45.6,0.6,1.6,39.6,0.7,1.7,41.7,1.4,3.4,39.8,2.0,5.4,36.8
127,Dillon Brooks,MEM,27,10.6,18.2,58.4,2.4,6.3,38.1,1.9,4.8,39.8,1.3,3.0,44.4,3.5,9.2,38.1,5.1,14.2,35.6
128,Domantas Sabonis,SAC,26,14.3,21.4,66.4,4.0,8.1,49.0,2.9,6.3,47.1,1.8,4.0,46.4,3.5,9.5,36.8,5.1,13.9,36.9
129,Dominick Barlow,SAS,19,4.4,6.6,65.8,1.1,1.7,63.2,0.9,1.4,64.3,0.2,1.4,15.4,1.1,2.9,37.9,1.6,4.1,40.0
