,PLAYER,TEAM,GP,W,L,MIN,PTS,Drive PTS,Drive FG%,C&S PTS,C&S FG%,Pull Up PTS,Pull Up FG%,Paint Touch PTS,Paint Touch FG%,Post Touch PTS,Post Touch FG%,Elbow Touch PTS,Elbow Touch FG%,eFG%
42,Brandon Boston Jr.,LAC,21,8,13,11.7,6.8,2.1,35.6,0.7,31.3,2.2,40.0,0.2,28.6,0.1,33.3,0.1,50.0,47.1
43,Brandon Clarke,MEM,50,28,22,19.8,10.5,0.8,53.8,0.9,50.0,0.3,63.6,6.2,71.5,0.1,25.0,2.7,69.8,66.9
44,Brandon Ingram,NOP,23,12,11,32.1,22.3,9.3,54.2,4.1,42.0,8.3,42.5,0.7,66.7,1.2,48.0,1.2,70.6,51.4
45,Braxton Key,DET,3,0,3,3.0,1.3,0.0,0.0,0.0,0.0,0.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
46,Brook Lopez,MIL,56,39,17,30.3,14.2,0.8,60.0,5.9,38.5,0.7,35.8,5.6,67.2,1.9,64.1,1.0,50.0,58.5
47,Bruce Brown,DEN,57,40,17,28.8,11.3,2.7,43.7,3.7,40.3,1.4,39.8,1.5,66.0,0.1,100.0,0.8,71.4,56.8
48,Bruno Fernando,ATL,31,9,22,11.7,4.1,0.1,16.7,0.0,0.0,0.1,50.0,3.1,58.2,0.1,66.7,0.5,41.2,51.6
49,Bryce McGowens,CHA,25,7,18,14.3,3.8,1.2,32.3,1.1,36.0,0.1,8.3,0.4,62.5,0.0,0.0,0.0,0.0,44.2
50,Bryn Forbes,MIN,25,9,16,10.7,3.6,1.0,38.1,1.2,29.4,1.1,37.5,0.1,100.0,0.0,0.0,0.0,0.0,44.6
51,Buddy Boeheim,DET,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Buddy Hield,IND,59,25,34,32.1,17.4,2.4,45.0,8.2,41.9,4.4,42.3,0.7,70.8,0.0,0.0,0.2,71.4,58.9
53,CJ McCollum,NOP,51,26,25,35.0,21.1,6.5,49.1,4.9,37.8,8.7,42.7,0.3,50.0,0.0,0.0,0.6,59.1,51.2
54,Cade Cunningham,DET,12,3,9,33.3,19.9,9.8,46.9,2.4,30.3,8.0,41.5,0.8,60.0,0.3,100.0,0.3,66.7,45.3
55,Caleb Houstan,ORL,34,12,22,16.1,4.2,0.1,50.0,2.9,37.5,0.2,50.0,0.6,50.0,0.0,0.0,0.0,0.0,54.5
56,Caleb Martin,MIA,48,26,22,30.3,10.0,1.6,46.0,3.5,35.1,1.8,44.9,1.6,62.7,0.0,0.0,0.5,69.2,53.1
57,Cam Reddish,POR,23,10,13,22.1,8.8,2.6,50.0,2.8,34.9,0.8,30.4,1.0,73.3,0.0,0.0,0.4,55.6,52.8
58,Cam Thomas,BKN,40,24,16,16.4,10.6,4.6,46.8,1.1,51.6,3.7,39.8,0.3,83.3,0.0,0.0,0.4,55.6,50.8
59,Cameron Johnson,BKN,19,13,6,25.5,13.8,1.9,56.0,6.9,42.7,2.1,39.5,1.2,60.0,0.0,0.0,0.5,55.6,58.9
60,Cameron Payne,PHX,28,15,13,24.0,12.1,4.9,43.2,2.8,33.3,4.4,42.0,0.2,75.0,0.0,0.0,0.0,0.0,49.0
61,Caris LeVert,CLE,54,33,21,30.5,12.1,4.8,43.3,3.0,37.8,2.9,32.0,0.6,45.8,0.0,0.0,0.3,35.7,48.3
62,Cedi Osman,CLE,58,37,21,21.0,8.9,1.4,44.3,3.5,35.1,0.9,32.7,0.7,70.4,0.0,0.0,0.3,90.9,55.7
63,Charles Bassey,SAS,25,5,20,13.6,4.7,0.0,0.0,0.4,36.4,0.1,25.0,4.2,78.2,0.3,66.7,0.7,60.0,68.5
64,Chima Moneke,SAC,2,1,1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,50.0
65,Chimezie Metu,SAC,44,25,19,10.8,5.0,0.2,37.5,0.6,29.0,0.0,16.7,3.3,71.9,0.2,50.0,0.5,53.3,63.3
66,Chris Boucher,TOR,53,26,27,20.8,9.8,0.5,36.8,2.5,32.8,0.4,37.5,4.5,62.7,0.0,0.0,0.3,46.2,54.7
67,Chris Duarte,IND,35,13,22,19.2,7.7,2.2,46.3,1.9,28.2,2.5,32.4,0.3,62.5,0.0,0.0,0.2,20.0,43.0
68,Chris Paul,PHX,38,20,18,31.9,13.9,4.4,51.4,2.2,49.1,8.0,41.6,0.1,33.3,0.1,33.3,0.0,0.0,50.1
69,Chris Silva,DAL,1,1,0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,100.0
70,Christian Braun,DEN,53,37,16,15.2,4.4,0.9,46.5,1.0,32.7,0.4,34.8,0.6,65.2,0.0,0.0,0.2,80.0,55.0
71,Christian Koloko,TOR,45,21,24,14.6,3.5,0.0,0.0,0.2,20.0,0.0,0.0,2.8,56.2,0.0,0.0,0.4,33.3,49.2
72,Christian Wood,DAL,47,26,21,27.8,17.8,3.1,57.6,5.4,41.9,0.9,27.5,4.6,66.9,1.6,60.4,1.4,63.2,60.1
73,Chuma Okeke,ORL,19,5,14,21.3,5.2,0.9,38.5,2.7,29.8,0.4,30.0,0.4,75.0,0.1,0.0,0.1,100.0,46.6
74,Clint Capela,ATL,42,23,19,26.9,12.2,0.1,28.6,0.0,0.0,0.0,0.0,10.7,64.5,0.3,33.3,1.4,71.1,62.7
75,Coby White,CHI,48,22,26,21.8,8.5,1.8,47.9,4.2,36.4,1.1,30.6,0.1,75.0,0.0,0.0,0.0,100.0,51.3
76,Cody Martin,CHA,7,2,5,19.1,5.0,1.9,45.5,1.6,40.0,0.3,10.0,0.6,66.7,0.0,0.0,0.0,0.0,43.1
77,Cole Anthony,ORL,39,18,21,25.0,12.0,5.1,52.6,2.3,32.3,3.3,42.9,0.8,70.6,0.0,0.0,0.2,100.0,50.0
78,Cole Swider,LAL,6,1,5,6.7,1.5,0.0,0.0,1.5,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
79,Collin Sexton,UTA,46,24,22,24.5,14.6,7.1,53.6,1.9,39.0,2.4,46.0,1.1,56.3,0.0,0.0,0.2,40.0,56.2
80,Corey Kispert,WAS,49,23,26,27.1,9.4,1.1,52.5,5.3,41.0,0.4,33.3,0.9,62.1,0.0,0.0,0.3,50.0,60.7
81,Cory Joseph,DET,39,10,29,15.8,4.6,1.6,46.2,1.2,31.3,1.4,35.3,0.1,40.0,0.0,0.0,0.1,33.3,45.5
82,D'Angelo Russell,LAL,56,28,28,32.9,17.8,4.4,53.7,4.8,39.8,6.6,43.3,0.6,56.0,0.1,50.0,0.5,66.7,56.5
83,Daishen Nix,HOU,41,11,30,15.5,3.7,1.0,38.9,1.3,26.9,0.9,38.7,0.2,100.0,0.0,0.0,0.0,100.0,44.5
84,Dalano Banton,TOR,26,14,12,9.5,4.6,0.5,22.2,1.3,31.4,0.5,17.2,1.0,76.5,0.0,0.0,0.2,66.7,47.3
85,Dalen Terry,CHI,20,10,10,3.6,1.0,0.5,42.9,0.2,20.0,0.1,33.3,0.1,33.3,0.0,0.0,0.0,0.0,38.6
86,Damian Jones,UTA,22,6,16,8.0,2.5,0.0,0.0,0.1,20.0,0.0,0.0,2.0,61.5,0.1,0.0,0.2,25.0,54.1
87,Damian Lillard,POR,46,23,23,36.2,31.4,10.9,57.8,4.8,38.8,10.3,40.6,0.3,72.7,0.2,50.0,0.3,66.7,57.0
88,Damion Lee,PHX,59,32,27,22.3,8.8,1.9,44.1,4.9,45.4,0.8,31.2,0.3,58.3,0.0,0.0,0.2,83.3,56.1
89,Daniel Gafford,WAS,55,25,30,18.7,8.4,0.5,83.3,0.1,33.3,0.1,100.0,6.1,78.9,0.3,50.0,1.3,69.6,74.2
90,Daniel Theis,IND,6,1,5,15.5,6.8,0.7,100.0,1.2,21.4,0.0,0.0,3.2,53.3,0.0,0.0,2.0,55.6,50.0
91,Danny Green,MEM,3,1,2,14.5,3.0,0.0,0.0,3.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.9
92,Danuel House Jr.,PHI,37,24,13,14.8,4.4,0.8,57.9,1.1,27.7,1.2,44.4,0.6,90.0,0.0,0.0,0.2,75.0,55.8
93,Dario Saric,OKC,37,17,20,14.4,5.8,0.9,30.3,2.3,39.0,0.4,30.0,1.7,59.0,0.5,46.7,0.4,66.7,50.3
94,Darius Bazley,PHX,36,16,20,15.4,5.4,1.3,39.4,1.6,41.7,0.1,20.0,1.5,55.0,0.1,0.0,0.6,50.0,50.6
95,Darius Days,HOU,2,0,2,3.0,4.0,0.0,0.0,3.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
96,Darius Garland,CLE,50,28,22,35.0,21.6,8.7,50.6,3.7,46.3,7.6,42.3,0.3,75.0,0.0,100.0,0.4,61.5,54.2
97,David Duke Jr.,BKN,16,7,9,8.8,2.9,1.7,52.0,0.0,0.0,0.0,0.0,0.3,33.3,0.0,0.0,0.0,0.0,43.8
98,David Roddy,MEM,46,29,17,17.8,6.3,1.5,46.8,2.3,29.0,0.5,45.8,1.0,70.4,0.1,100.0,0.2,30.0,49.2
99,Davion Mitchell,SAC,56,31,25,17.8,5.6,1.7,53.0,1.7,34.0,1.2,32.6,0.3,69.2,0.0,0.0,0.1,33.3,52.0
100,Davis Bertans,DAL,34,17,17,10.6,4.1,0.1,66.7,2.9,36.3,0.5,75.0,0.1,66.7,0.0,0.0,0.1,100.0,59.0
101,Davon Reed,LAL,36,23,13,9.0,2.3,0.4,21.4,1.0,30.8,0.6,32.1,0.1,50.0,0.0,0.0,0.0,0.0,42.0
102,Day'Ron Sharpe,BKN,32,16,16,10.2,4.0,0.1,25.0,0.5,66.7,0.0,0.0,2.6,57.1,0.1,12.5,0.7,66.7,56.0
103,De'Aaron Fox,SAC,52,31,21,34.0,24.8,11.7,58.0,2.5,36.0,8.3,41.6,0.7,83.3,0.1,66.7,0.3,63.6,55.0
104,De'Andre Hunter,ATL,48,27,21,32.1,15.8,3.9,41.8,4.8,36.9,4.1,50.0,1.0,57.1,0.5,66.7,0.9,57.6,52.0
105,De'Anthony Melton,PHI,53,35,18,28.4,10.6,1.8,43.8,5.2,41.7,1.9,37.0,0.6,56.5,0.0,0.0,0.3,77.8,54.8
106,DeAndre Jordan,DEN,34,21,13,14.6,4.9,0.1,100.0,0.1,100.0,0.0,0.0,4.3,80.5,0.1,66.7,0.2,37.5,77.6
107,DeMar DeRozan,CHI,52,24,28,36.3,25.3,9.7,58.7,2.2,37.1,10.0,47.4,0.4,45.0,2.2,63.8,0.9,43.2,52.1
108,Dean Wade,CLE,30,22,8,22.1,5.6,0.8,33.3,3.6,38.7,0.2,28.6,0.6,90.0,0.0,0.0,0.1,100.0,58.8
109,Deandre Ayton,PHX,50,24,26,30.2,18.8,0.2,30.8,3.3,42.8,1.2,46.8,11.7,64.5,3.3,53.2,4.4,58.5,59.8
110,Dejounte Murray,ATL,53,27,26,36.6,21.0,6.7,47.2,4.4,36.7,8.6,46.0,0.8,57.6,0.1,33.3,0.2,35.3,52.2
111,Delon Wright,WAS,28,18,10,22.3,6.1,2.1,41.2,1.0,23.3,1.6,45.0,0.4,71.4,0.0,0.0,0.1,100.0,50.4
112,Deni Avdija,WAS,55,26,29,26.3,9.1,2.7,54.4,2.5,31.1,0.3,18.4,1.6,47.9,0.0,100.0,0.5,60.0,49.6
113,Dennis Schroder,LAL,45,22,23,30.2,12.2,4.8,45.1,3.4,36.7,2.5,42.2,0.1,42.9,0.0,0.0,0.1,50.0,48.1
114,Dennis Smith Jr.,CHA,37,10,27,24.9,8.4,3.7,49.2,1.3,26.7,1.1,26.9,0.9,66.7,0.1,100.0,0.2,66.7,45.4
115,Deonte Burton,SAC,2,1,1,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Dereon Seabron,NOP,4,2,2,1.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,100.0,0.0,0.0,0.0,0.0,50.0
117,Derrick Jones Jr.,CHI,45,17,28,15.1,5.2,0.4,66.7,1.2,34.6,0.0,50.0,2.2,57.1,0.0,100.0,0.6,55.6,55.1
118,Derrick Rose,NYK,26,11,15,12.9,5.8,2.4,43.8,1.0,24.3,2.2,42.9,0.4,55.6,0.0,0.0,0.2,40.0,45.5
119,Derrick White,BOS,58,41,17,27.8,11.8,3.3,52.1,4.5,39.4,1.7,42.7,0.7,55.2,0.0,0.0,0.3,46.2,55.5
120,Desmond Bane,MEM,34,21,13,31.2,21.4,5.4,47.0,4.9,43.1,6.2,43.0,0.9,59.1,0.0,0.0,0.9,61.9,56.1
121,Devin Booker,PHX,32,21,11,33.8,26.8,8.5,52.1,3.4,45.1,11.1,43.0,1.4,65.5,1.0,75.0,0.6,57.1,53.4
122,Devin Vassell,SAS,29,8,21,31.3,19.4,3.9,40.4,7.8,45.9,5.7,39.7,0.6,58.3,0.0,0.0,0.8,64.3,53.3
123,Devon Dotson,WAS,6,1,5,8.9,0.5,0.0,0.0,0.5,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
124,Devonte' Graham,SAS,56,27,29,16.1,5.9,0.6,31.0,2.7,35.7,1.8,37.0,0.1,100.0,0.0,0.0,0.1,100.0,51.1
125,Dewayne Dedmon,PHI,30,17,13,11.7,5.7,0.4,100.0,1.1,30.0,0.5,63.6,2.6,57.9,0.3,36.4,1.5,63.0,53.9
126,Dillon Brooks,MEM,51,31,20,30.4,14.8,4.8,44.7,4.0,32.9,4.1,34.2,0.8,59.4,0.2,60.0,0.3,54.5,45.4
127,Domantas Sabonis,SAC,55,31,24,34.6,18.8,2.2,63.6,2.5,43.9,0.3,46.7,8.4,67.5,2.2,61.0,5.1,67.3,62.9
128,Dominick Barlow,SAS,9,0,9,9.9,3.7,0.2,100.0,0.4,33.3,0.2,100.0,2.0,55.6,0.0,0.0,0.7,75.0,52.2
129,Donovan Mitchell,CLE,49,33,16,35.4,27.2,9.0,60.4,4.1,37.4,10.7,43.6,1.0,65.7,0.0,0.0,0.8,72.7,57.2
130,Donte DiVincenzo,GSW,47,26,21,25.2,8.7,0.9,43.2,5.6,44.7,0.7,27.3,0.8,60.0,0.0,0.0,0.2,66.7,57.8
131,Dorian Finney-Smith,BKN,43,20,23,32.2,9.0,1.0,36.6,5.4,35.8,0.3,23.5,1.5,74.4,0.0,0.0,0.3,100.0,53.6
132,Doug McDermott,SAS,49,14,35,20.4,9.8,1.5,41.1,4.7,40.5,1.7,41.3,0.8,63.3,0.0,100.0,0.3,66.7,56.6
133,Draymond Green,GSW,51,27,24,31.7,8.2,1.2,56.5,2.0,32.7,0.1,42.9,1.6,50.8,0.1,50.0,1.3,67.4,57.3
134,Drew Eubanks,POR,56,26,30,19.5,5.9,0.4,69.2,0.4,47.6,0.2,50.0,3.4,73.7,0.2,55.6,1.3,64.0,68.9
135,Dru Smith,BKN,8,4,4,12.1,2.8,1.3,55.6,0.8,25.0,0.5,33.3,0.3,100.0,0.0,0.0,0.3,100.0,47.8
136,Duane Washington Jr.,PHX,31,17,14,12.7,7.9,2.6,38.8,2.1,31.4,3.4,39.3,0.0,0.0,0.0,0.0,0.0,0.0,44.5
137,Duncan Robinson,MIA,28,14,14,17.9,6.9,0.8,57.9,3.7,33.3,1.7,36.7,0.5,57.1,0.0,0.0,0.2,66.7,50.0
138,Dwight Powell,DAL,54,30,24,19.7,6.8,0.2,50.0,0.0,0.0,0.0,0.0,5.4,75.3,0.1,66.7,0.9,63.0,72.1
139,Dyson Daniels,NOP,39,21,18,19.9,4.5,1.2,42.0,1.3,33.3,0.4,30.0,0.7,72.2,0.0,0.0,0.1,100.0,51.0
140,Edmond Sumner,BKN,46,28,18,14.5,7.4,2.4,41.6,1.6,35.7,0.7,40.0,0.7,76.5,0.0,0.0,0.2,80.0,51.6
141,Eric Gordon,LAC,48,13,35,30.0,13.0,5.5,50.5,3.6,33.1,1.9,33.7,0.5,71.4,0.0,100.0,0.1,33.3,52.6
142,Eugene Omoruyi,OKC,22,8,14,12.0,4.9,0.5,50.0,1.1,27.6,0.0,0.0,2.0,57.1,0.0,0.0,0.2,33.3,51.6
143,Evan Fournier,NYK,23,13,10,18.0,6.8,1.2,35.5,2.7,35.6,2.4,31.9,0.2,66.7,0.0,0.0,0.0,0.0,46.0
144,Evan Mobley,CLE,58,36,22,34.1,15.6,2.1,42.7,1.1,25.2,1.2,40.9,7.7,71.7,1.2,38.7,2.5,60.4,56.4
145,Facundo Campazzo,DAL,8,2,6,6.5,1.3,0.0,0.0,0.8,33.3,0.4,20.0,0.0,0.0,0.0,0.0,0.0,0.0,34.6
146,Frank Kaminsky,HOU,27,11,16,6.7,2.6,0.2,66.7,1.3,48.0,0.0,0.0,0.7,53.8,0.1,100.0,0.1,100.0,66.3
147,Frank Ntilikina,DAL,35,17,18,11.7,2.5,0.6,38.1,1.0,27.3,0.4,38.9,0.1,33.3,0.0,0.0,0.0,0.0,41.2
148,Franz Wagner,ORL,58,23,35,33.2,18.9,7.7,49.1,3.5,43.6,2.6,32.3,1.9,62.0,0.2,28.6,0.5,40.9,54.2
149,Fred VanVleet,TOR,50,24,26,36.9,19.7,5.1,42.4,4.5,34.9,7.4,37.8,0.2,66.7,0.0,0.0,0.1,100.0,48.6
150,Furkan Korkmaz,PHI,25,17,8,10.2,3.8,1.2,45.8,1.1,33.3,0.8,38.1,0.5,80.0,0.0,0.0,0.2,50.0,48.7
151,Gabe Vincent,MIA,44,25,19,26.1,9.7,2.5,46.0,3.6,34.4,3.2,40.0,0.4,75.0,0.0,100.0,0.1,100.0,50.0
152,Garrett Temple,NOP,18,11,7,7.2,2.3,0.2,33.3,1.3,44.4,0.2,14.3,0.1,50.0,0.0,0.0,0.0,0.0,55.7
153,Garrison Mathews,ATL,45,12,33,13.4,4.8,0.2,14.3,3.0,34.6,0.5,32.0,0.2,75.0,0.0,0.0,0.0,0.0,50.9
154,Gary Harris,ORL,30,12,18,24.5,8.7,1.3,47.2,4.7,48.0,1.1,36.4,0.5,70.0,0.0,0.0,0.1,50.0,63.4
155,Gary Payton II,GSW,15,8,7,17.0,4.1,0.0,0.0,1.8,52.9,0.0,0.0,1.3,62.5,0.1,100.0,0.1,25.0,69.5
156,Gary Trent Jr.,TOR,50,23,27,33.6,18.6,3.9,51.3,5.9,38.7,5.3,39.2,0.7,68.2,0.0,0.0,0.5,73.3,53.2
157,George Hill,IND,36,24,12,18.8,4.9,1.1,58.6,1.7,36.8,0.9,40.0,0.3,55.6,0.0,0.0,0.1,100.0,53.4
158,Georges Niang,PHI,54,36,18,19.9,8.9,1.4,55.0,6.4,42.4,0.4,32.1,0.5,78.6,0.0,0.0,0.0,0.0,60.5
159,Giannis Antetokounmpo,MIL,46,34,12,33.6,32.5,11.7,60.6,1.5,30.2,3.8,32.0,5.7,79.9,2.2,44.0,2.4,51.9,55.9
160,Goga Bitadze,ORL,21,8,13,9.6,3.3,0.0,0.0,0.5,25.0,0.1,100.0,1.9,59.3,0.1,33.3,0.4,60.0,55.8
161,Goran Dragic,CHI,50,22,28,15.5,6.5,1.7,43.5,2.3,41.5,1.8,35.3,0.2,80.0,0.1,0.0,0.1,75.0,50.2
162,Gordon Hayward,CHA,33,11,22,31.2,13.8,3.7,47.5,3.4,36.2,3.5,40.1,1.7,62.5,0.2,50.0,0.9,68.4,50.5
163,Gorgui Dieng,SAS,19,2,17,10.2,3.4,0.3,66.7,1.9,36.1,0.4,23.1,0.9,72.7,0.0,0.0,0.1,33.3,50.0
164,Grant Williams,BOS,57,41,16,28.0,8.7,1.6,52.1,3.5,39.2,1.3,41.5,1.2,58.7,0.0,20.0,0.2,50.0,58.3
165,Grayson Allen,MIL,53,38,15,27.6,10.5,2.7,45.5,4.8,43.0,1.3,32.9,0.5,78.6,0.0,0.0,0.2,83.3,57.5
166,Greg Brown III,POR,16,10,6,5.8,1.8,0.7,50.0,0.2,14.3,0.0,0.0,0.3,50.0,0.0,0.0,0.1,100.0,41.1
167,Hamidou Diallo,DET,48,12,36,16.8,8.5,2.1,42.7,0.4,36.4,1.0,43.4,2.4,72.7,0.0,0.0,1.3,79.4,58.8
168,Harrison Barnes,SAC,57,32,25,32.6,14.9,4.8,45.3,4.3,37.7,1.2,38.9,2.1,76.1,0.7,78.6,0.6,76.9,55.7
169,Haywood Highsmith,MIA,42,23,19,19.6,4.7,0.5,50.0,2.5,35.7,0.3,33.3,1.0,51.2,0.0,0.0,0.2,42.9,51.6
